Date,Nom,Clé du QCM,Note,Réponses
"2021-10-06 16:19:26",240113,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,20,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-06 16:40:42",226096,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,20,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-06 16:55:53",231101,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,18.46,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;C;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;C
"2021-10-06 19:30:34",237107,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,19.23,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;A;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-06 19:34:06",237107,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,19.23,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;A;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-06 19:41:57",237107,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,19.23,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;D
"2021-10-06 19:46:40",237107,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,20,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-06 22:31:31",229098,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,19.23,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;C;41;A;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-06 23:06:18",225096,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,17.69,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;D;21;A;22;C;26;D;27;D;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-07 00:18:41",244,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,18.46,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;C;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;D
"2021-10-07 00:19:45",244,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,18.46,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;C;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;D
"2021-10-07 00:30:52",24114,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,20,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-07 11:37:30",234104,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,4.62,1;0;6;A;12;C;13;0;14;0;18;D;19;0;20;A;21;A;22;B;26;B;27;D;41;A;42;D;43;B;44;C;46;C;49;0;59;0;60;0;62;0;64;0;66;0;69;0;72;D;90;A
"2021-10-07 14:20:44",229098,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,18.46,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;C;41;A;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;0;72;D;90;A
"2021-10-07 14:21:39",229098,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,18.46,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;C;41;A;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;0;72;D;90;A
"2021-10-07 14:25:32",229098,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,18.46,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;C;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;0;66;A;69;C;72;D;90;A
"2021-10-07 15:03:13",229098,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,19.23,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;C;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-07 15:08:33",229098,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,20,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-07 15:25:19",105097,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,5.22,295;D;296;A;1397;A;1398;A;1405;D;1407;C;1408;C;1409;A;1443;B;1444;D;1445;C;1446;D;1447;C;1469;A;1470;C;1504;C;1506;C;1511;C;1571;D;1663;B;1677;A;1693;D;1694;D
"2021-10-07 16:02:05",105097,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,19.13,295;A;296;A;1397;C;1398;D;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-07 19:11:16",238110,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,19.23,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;A;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-07 19:18:53",238110,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,19.23,1;B;6;B;12;A;13;B;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-07 19:26:51",238110,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,20,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-07 20:19:22",114103,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,7.83,295;D;296;A;1397;C;1398;B;1405;D;1407;A;1408;A;1409;C;1443;D;1444;A;1445;B;1446;B;1447;B;1469;A;1470;C;1504;D;1506;D;1511;D;1571;C;1663;C;1677;D;1693;C;1694;B
"2021-10-07 20:37:28",114103,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,17.39,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;D;1447;A;1469;C;1470;A;1504;D;1506;D;1511;D;1571;B;1663;B;1677;A;1693;C;1694;B
"2021-10-07 20:42:26",114103,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,17.39,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;D;1444;A;1445;B;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;A
"2021-10-07 20:46:42",114103,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,17.39,295;A;296;A;1397;C;1398;B;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;0;1446;A;1447;A;1469;C;1470;A;1504;C;1506;C;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-07 20:50:45",114103,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,19.13,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;C;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-07 20:54:37",114103,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,20,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-07 21:25:07",102096,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,10.43,295;B;296;A;1397;A;1398;C;1405;D;1407;A;1408;A;1409;C;1443;B;1444;D;1445;A;1446;A;1447;B;1469;A;1470;D;1504;C;1506;D;1511;D;1571;D;1663;B;1677;D;1693;C;1694;B
"2021-10-07 21:48:56",228097,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,18.46,1;B;6;C;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;A;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-07 21:49:17",102096,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,20,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-07 23:10:17",233103,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,16.92,1;D;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;A;22;C;26;D;27;C;41;D;42;D;43;B;44;B;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;B
"2021-10-07 23:22:14",233103,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,20,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-08 20:46:23",103096,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,18.26,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;D;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;D;1693;C;1694;B
"2021-10-08 20:46:26",109098,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,18.26,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;D;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;D;1693;C;1694;B
"2021-10-08 20:46:28",111100,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,17.39,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;D;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;A;1506;D;1511;D;1571;B;1663;B;1677;D;1693;C;1694;B
"2021-10-08 20:47:51",100095,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,18.26,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;D;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;D;1693;C;1694;B
"2021-10-08 20:55:23",109098,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,20,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-08 21:01:37",100095,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,19.13,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;C;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-08 21:02:40",111100,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,20,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-08 21:12:03",100095,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,20,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-08 22:57:50",103096,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,20,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-09 10:16:31",242117,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,16.92,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;B;22;C;26;B;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;0;62;C;64;A;66;A;69;C;72;D;90;0
"2021-10-09 11:35:16",242117,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,19.23,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;D;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-09 11:46:52",242117,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,20,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-09 13:14:15",234104,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,17.69,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;B;22;C;26;B;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;0;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-09 13:27:13",234104,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,19.23,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;A;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-09 13:34:13",234104,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,20,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-09 15:59:07",230100,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,13.08,1;B;6;B;12;C;13;A;14;C;18;A;19;D;20;B;21;A;22;D;26;B;27;C;41;B;42;B;43;A;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-09 16:29:04",113101,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,15.65,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;A;1409;C;1443;A;1444;A;1445;A;1446;A;1447;C;1469;C;1470;A;1504;C;1506;D;1511;D;1571;C;1663;B;1677;0;1693;C;1694;C
"2021-10-09 16:38:28",113101,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,18.26,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;B;1694;C
"2021-10-09 16:39:23",113101,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,18.26,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;B;1694;C
"2021-10-09 16:41:59",113101,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,20,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-09 17:26:57",232102,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,16.15,1;B;6;D;12;A;13;A;14;C;18;B;19;C;20;A;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;0;59;A;60;B;62;C;64;A;66;C;69;C;72;D;90;A
"2021-10-09 17:45:46",232102,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,20,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-09 19:02:11",108098,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,20,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-09 20:18:17",117107,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,17.39,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;D;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;A;1693;C;1694;D
"2021-10-09 22:42:52",107098,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,9.57,295;B;296;A;1397;C;1398;B;1405;B;1407;A;1408;C;1409;D;1443;D;1444;A;1445;A;1446;A;1447;A;1469;C;1470;D;1504;A;1506;D;1511;D;1571;D;1663;C;1677;B;1693;D;1694;D
"2021-10-09 23:31:01",239112,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,16.92,1;B;6;B;12;A;13;A;14;C;18;C;19;D;20;A;21;D;22;C;26;D;27;C;41;B;42;D;43;C;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;D;72;D;90;A
"2021-10-09 23:32:29",107098,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,11.3,295;B;296;A;1397;C;1398;D;1405;B;1407;A;1408;D;1409;D;1443;D;1444;A;1445;A;1446;D;1447;A;1469;C;1470;D;1504;B;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-09 23:52:09",239112,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,17.69,1;B;6;B;12;0;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;D;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;D;66;A;69;C;72;D;90;A
"2021-10-10 00:44:05",115105,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,18.26,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;D;1506;D;1511;D;1571;C;1663;B;1677;B;1693;C;1694;B
"2021-10-10 00:56:34",115105,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,20,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-10 00:56:58",115105,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,20,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-10 14:16:26",116107,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,12.17,295;A;296;A;1397;C;1398;D;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;C;1446;0;1447;A;1469;A;1470;B;1504;A;1506;D;1511;D;1571;C;1663;B;1677;C;1693;B;1694;B
"2021-10-10 14:46:21",101095,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,12.17,295;A;296;A;1397;C;1398;0;1405;D;1407;B;1408;C;1409;B;1443;D;1444;A;1445;A;1446;B;1447;A;1469;D;1470;C;1504;C;1506;B;1511;D;1571;A;1663;B;1677;B;1693;C;1694;B
"2021-10-10 14:46:34",116107,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,17.39,295;A;296;A;1397;C;1398;B;1405;A;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;D;1663;B;1677;B;1693;C;1694;B
"2021-10-10 14:49:50",116107,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,20,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-10 14:53:25",116107,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,20,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-10 15:00:21",101095,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,19.13,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;A;1663;B;1677;B;1693;C;1694;B
"2021-10-10 15:26:34",104097,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,20,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-10 16:28:06",107098,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,17.39,295;A;296;A;1397;C;1398;C;1405;B;1407;A;1408;C;1409;C;1443;D;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-10 17:17:25",231101,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,17.69,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;C;27;C;41;D;42;D;43;B;44;B;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;D
